CustomerID,Recency,Frequency,Monetary,R_Score,F_Score,M_Score,RFM_Score,Segment
13092.0,212,4,236.85000000000002,1,4,2,142,Regular
13093.0,287,7,1179.17,1,5,5,155,Regular
13095.0,71,1,32.4,3,1,1,311,Regular
13097.0,33,10,3547.56,4,5,5,455,Champions
13098.0,1,24,3875.85,5,5,5,555,Champions
13101.0,234,1,49.9,1,1,1,111,Churned
13102.0,1,24,3731.29,5,5,5,555,Champions
13103.0,40,1,100.24,3,1,1,311,Regular
13104.0,3,4,173.88,5,4,2,542,Regular
13107.0,44,4,506.64,3,4,3,343,Regular
13108.0,373,1,40.099999999999994,1,1,1,111,Churned
13109.0,60,2,635.94,3,2,4,324,Regular
13110.0,31,7,1173.42,4,5,5,455,Champions
13113.0,1,24,1523.42,5,5,5,555,Champions
13115.0,12,4,1782.9,5,4,5,545,Champions
13116.0,138,1,288.89,2,1,3,213,Churned
13117.0,22,8,772.0,4,5,4,454,Champions
13118.0,20,5,732.78,4,4,4,444,Champions
13120.0,239,1,30.599999999999998,1,1,1,111,Churned
13121.0,269,1,268.61,1,1,2,112,Churned
13122.0,240,1,795.42,1,1,4,114,Churned
13124.0,90,3,2391.84,2,3,5,235,Regular
13126.0,5,8,1327.09,5,5,5,555,Champions
13127.0,78,1,259.17,2,1,2,212,Churned
13130.0,94,1,25.0,2,1,1,211,Churned
13131.0,23,3,574.6,4,3,4,434,Regular
13132.0,262,1,15.299999999999999,1,1,1,111,Churned
13133.0,274,2,79.95,1,2,1,121,Churned
13134.0,86,4,1336.22,2,4,5,245,Regular
13136.0,56,5,2003.6100000000001,3,4,5,345,Regular
13137.0,11,8,3556.94,5,5,5,555,Champions
13138.0,22,6,952.31,4,5,4,454,Champions
13139.0,16,6,2290.28,4,5,5,455,Champions
13140.0,108,3,398.22,2,3,3,233,Regular
13141.0,85,5,1851.83,2,4,5,245,Regular
13142.0,19,1,205.42,4,1,2,412,Regular
13144.0,333,1,47.2,1,1,1,111,Churned
13145.0,92,1,15.0,2,1,1,211,Churned
13146.0,26,1,102.25,4,1,1,411,Regular
13148.0,29,11,2654.43,4,5,5,455,Champions
13149.0,14,4,967.12,5,4,4,544,Champions
13151.0,296,1,836.87,1,1,4,114,Churned
13153.0,6,1,131.10000000000002,5,1,1,511,Regular
13155.0,33,4,812.46,4,4,4,444,Champions
13157.0,49,4,1247.02,3,4,5,345,Regular
13158.0,95,4,1150.3,2,4,5,245,Regular
13159.0,9,4,1137.55,5,4,5,545,Champions
13160.0,22,1,57.0,4,1,1,411,Regular
13161.0,313,1,95.75,1,1,1,111,Churned
13162.0,122,4,542.55,2,4,4,244,Regular
13165.0,46,2,128.96,3,2,1,321,Regular
13166.0,283,1,376.9,1,1,3,113,Churned
13167.0,19,4,488.52,4,4,3,443,Regular
13168.0,36,4,979.84,3,4,4,344,Regular
13169.0,64,2,115.1,3,2,1,321,Regular
13170.0,27,1,109.17,4,1,1,411,Regular
13171.0,22,3,251.04,4,3,2,432,Regular
13173.0,4,2,273.46,5,2,2,522,Regular
13174.0,16,3,2128.77,4,3,5,435,Regular
13176.0,46,1,333.51,3,1,3,313,Regular
13177.0,65,1,282.45,3,1,2,312,Regular
13178.0,26,11,4220.89,4,5,5,455,Champions
13182.0,45,1,68.68,3,1,1,311,Regular
13183.0,8,9,738.95,5,5,4,554,Champions
13184.0,15,9,1092.72,5,5,4,554,Champions
13186.0,40,3,1341.3400000000001,3,3,5,335,Regular
13187.0,337,1,177.87,1,1,2,112,Churned
13189.0,19,2,78.72,4,2,1,421,Regular
13192.0,95,2,802.26,2,2,4,224,Churned
13193.0,61,1,100.92999999999999,3,1,1,311,Regular
13194.0,136,1,60.7,2,1,1,211,Churned
13196.0,11,4,1421.73,5,4,5,545,Champions
13198.0,10,6,2734.25,5,5,5,555,Champions
13199.0,43,8,215.51999999999998,3,5,2,352,Regular
13200.0,19,4,529.51,4,4,4,444,Champions
13203.0,10,4,568.64,5,4,4,544,Champions
13207.0,15,2,139.02,5,2,2,522,Regular
13208.0,59,6,1064.45,3,5,4,354,Regular
13209.0,30,7,3907.38,4,5,5,455,Champions
13210.0,94,1,277.4,2,1,2,212,Churned
13211.0,10,3,307.74,5,3,3,533,Regular
13212.0,20,3,585.88,4,3,4,434,Regular
13213.0,57,5,956.94,3,4,4,344,Regular
13216.0,268,1,10.5,1,1,1,111,Churned
13218.0,127,1,49.8,2,1,1,211,Churned
13220.0,78,2,101.34,2,2,1,221,Churned
13221.0,240,2,519.26,1,2,3,123,Churned
13223.0,200,1,62.4,1,1,1,111,Churned
13224.0,60,2,1155.96,3,2,5,325,Regular
13226.0,273,1,78.55,1,1,1,111,Churned
13227.0,202,1,90.0,1,1,1,111,Churned
13229.0,226,1,139.05,1,1,2,112,Churned
13230.0,4,14,2241.78,5,5,5,555,Champions
13232.0,13,7,984.02,5,5,4,554,Champions
13233.0,74,2,240.56,2,2,2,222,Churned
13235.0,212,1,738.57,1,1,4,114,Churned
13236.0,25,2,356.95,4,2,3,423,Regular
13238.0,23,3,493.68,4,3,3,433,Regular
13239.0,262,1,212.76999999999998,1,1,2,112,Churned
13240.0,96,4,602.78,2,4,4,244,Regular
13242.0,112,3,270.40000000000003,2,3,2,232,Regular
13243.0,203,1,480.02000000000004,1,1,3,113,Churned
13244.0,93,1,94.79,2,1,1,211,Churned
13245.0,51,1,209.45,3,1,2,312,Regular
13246.0,18,5,771.86,4,4,4,444,Champions
13247.0,22,3,273.6,4,3,2,432,Regular
13248.0,125,2,393.71,2,2,3,223,Churned
13249.0,93,1,115.23,2,1,1,211,Churned
13253.0,157,2,217.92,2,2,2,222,Churned
13255.0,9,2,149.56,5,2,2,522,Regular
13258.0,12,3,474.53,5,3,3,533,Regular
13259.0,62,1,258.32,3,1,2,312,Regular
13260.0,61,1,82.32000000000001,3,1,1,311,Regular
13262.0,263,1,88.37,1,1,1,111,Churned
13263.0,1,34,6602.09,5,5,5,555,Champions
13265.0,53,5,854.82,3,4,4,344,Regular
13266.0,11,12,1859.18,5,5,5,555,Champions
13267.0,3,19,3038.51,5,5,5,555,Champions
13268.0,18,10,2472.2,4,5,5,455,Champions
13269.0,1,15,3453.86,5,5,5,555,Champions
13271.0,37,1,217.38,3,1,2,312,Regular
13272.0,31,2,171.10000000000002,4,2,2,422,Regular
13273.0,113,1,123.28999999999999,2,1,1,211,Churned
13276.0,64,2,362.98,3,2,3,323,Regular
13277.0,16,3,159.4,4,3,2,432,Regular
13278.0,41,1,404.0,3,1,3,313,Regular
13279.0,78,1,128.39000000000001,2,1,1,211,Churned
13280.0,122,3,716.42,2,3,4,234,Regular
13282.0,18,3,338.44,4,3,3,433,Regular
13283.0,60,2,89.1,3,2,1,321,Regular
13284.0,331,1,135.54,1,1,2,112,Churned
13285.0,23,4,2399.52,4,4,5,445,Champions
13291.0,156,1,236.65,2,1,2,212,Churned
13292.0,39,2,368.77,3,2,3,323,Regular
13294.0,190,2,726.99,1,2,4,124,Churned
13295.0,360,1,184.20000000000002,1,1,2,112,Churned
13296.0,137,1,32.4,2,1,1,211,Churned
13297.0,8,4,800.0,5,4,4,544,Champions
13299.0,268,1,82.80000000000001,1,1,1,111,Churned
13300.0,169,1,335.89,2,1,3,213,Churned
13301.0,104,4,485.69,2,4,3,243,Regular
13304.0,351,1,253.79000000000002,1,1,2,112,Churned
13305.0,4,10,939.4300000000001,5,5,4,554,Champions
13307.0,120,1,15.0,2,1,1,211,Churned
13308.0,23,3,824.23,4,3,4,434,Regular
13309.0,7,5,1089.54,5,4,4,544,Champions
13310.0,28,3,960.23,4,3,4,434,Regular
13311.0,4,2,213.25,5,2,2,522,Regular
13313.0,22,5,1248.1200000000001,4,4,5,445,Champions
13314.0,2,3,601.41,5,3,4,534,Regular
13316.0,37,3,137.39,3,3,2,332,Regular
13317.0,66,6,1801.57,3,5,5,355,Regular
13318.0,1,3,202.48,5,3,2,532,Regular
13319.0,5,26,7555.7300000000005,5,5,5,555,Champions
13320.0,78,4,1461.4,2,4,5,245,Regular
13321.0,86,1,114.44,2,1,1,211,Churned
13322.0,17,1,126.98,4,1,1,411,Regular
13323.0,3,5,313.55,5,4,3,543,Regular
13324.0,36,2,69.60000000000001,3,2,1,321,Regular
13325.0,82,1,68.3,2,1,1,211,Churned
13327.0,39,7,1146.34,3,5,5,355,Regular
13328.0,316,1,105.6,1,1,1,111,Churned
13329.0,32,1,75.47999999999999,4,1,1,411,Regular
13330.0,93,3,895.74,2,3,4,234,Regular
13332.0,14,1,328.32,5,1,3,513,Regular
13334.0,82,3,2995.61,2,3,5,235,Regular
13336.0,77,1,643.1800000000001,2,1,4,214,Churned
13338.0,158,1,158.55,2,1,2,212,Churned
13339.0,201,1,660.16,1,1,4,114,Churned
13340.0,45,6,569.23,3,5,4,354,Regular
13341.0,261,1,590.35,1,1,4,114,Churned
13343.0,178,1,280.85,2,1,2,212,Churned
13344.0,68,3,1702.96,3,3,5,335,Regular
13345.0,288,1,299.70000000000005,1,1,3,113,Churned
13348.0,64,1,233.76,3,1,2,312,Regular
13349.0,11,1,142.12,5,1,2,512,Regular
13350.0,16,2,419.07,4,2,3,423,Regular
13351.0,66,1,293.94,3,1,3,313,Regular
13352.0,60,1,301.29999999999995,3,1,3,313,Regular
13354.0,71,1,661.81,3,1,4,314,Regular
13355.0,122,1,531.9,2,1,4,214,Churned
13356.0,80,1,524.89,2,1,3,213,Churned
13357.0,257,1,492.15,1,1,3,113,Churned
13358.0,269,1,318.57,1,1,3,113,Churned
13359.0,64,1,389.56,3,1,3,313,Regular
13362.0,9,4,2439.5,5,4,5,545,Champions
13363.0,18,2,744.47,4,2,4,424,Regular
13364.0,71,1,134.95999999999998,3,1,1,311,Regular
13365.0,34,2,1621.31,3,2,5,325,Regular
13368.0,257,2,363.7,1,2,3,123,Churned
13369.0,366,1,172.70000000000002,1,1,2,112,Churned
13370.0,372,1,574.75,1,1,4,114,Churned
13372.0,90,1,292.02,2,1,3,213,Churned
13373.0,61,3,2281.3,3,3,5,335,Regular
13375.0,89,1,566.14,2,1,4,214,Churned
13376.0,99,3,782.95,2,3,4,234,Regular
13379.0,26,3,501.64,4,3,3,433,Regular
13381.0,32,6,2252.31,4,5,5,455,Champions
13382.0,281,1,213.04000000000002,1,1,2,112,Churned
13384.0,31,7,1928.1200000000001,4,5,5,455,Champions
13385.0,330,1,373.79,1,1,3,113,Churned
13388.0,131,2,529.75,2,2,4,224,Churned
13389.0,11,3,600.58,5,3,4,534,Regular
13390.0,75,1,165.48,2,1,2,212,Churned
13394.0,2,8,1561.8,5,5,5,555,Champions
13395.0,185,1,180.3,1,1,2,112,Churned
13396.0,29,2,619.47,4,2,4,424,Regular
13397.0,73,4,371.64,2,4,3,243,Regular
13398.0,192,1,360.17,1,1,3,113,Churned
13402.0,127,2,430.21,2,2,3,223,Churned
13403.0,18,1,30.0,4,1,1,411,Regular
13404.0,1,2,188.74,5,2,2,522,Regular
13405.0,74,3,426.851,2,3,3,233,Regular
13408.0,8,37,2427.88,5,5,5,555,Champions
13410.0,24,4,248.34,4,4,2,442,Regular
13411.0,107,1,203.60000000000002,2,1,2,212,Churned
13414.0,134,2,172.5,2,2,2,222,Churned
13416.0,44,2,202.70000000000002,3,2,2,322,Regular
13417.0,5,2,467.78,5,2,3,523,Regular
13418.0,12,18,3045.83,5,5,5,555,Champions
13419.0,64,1,152.12,3,1,2,312,Regular
13420.0,150,2,66.6,2,2,1,221,Churned
13421.0,40,2,1222.39,3,2,5,325,Regular
13422.0,64,1,1945.66,3,1,5,315,Regular
13425.0,108,3,854.95,2,3,4,234,Regular
13426.0,1,10,1409.75,5,5,5,555,Champions
13427.0,19,3,209.68,4,3,2,432,Regular
13428.0,10,1,192.97,5,1,2,512,Regular
13429.0,11,4,509.05,5,4,3,543,Regular
13430.0,19,2,484.25,4,2,3,423,Regular
13431.0,67,2,585.84,3,2,4,324,Regular
13434.0,74,2,128.64000000000001,2,2,1,221,Churned
13435.0,5,7,545.46,5,5,4,554,Champions
13436.0,2,1,103.03999999999999,5,1,1,511,Regular
13437.0,14,7,2267.84,5,5,5,555,Champions
13439.0,255,1,273.27,1,1,2,112,Churned
13441.0,92,1,148.16,2,1,2,212,Churned
13447.0,23,3,846.4200000000001,4,3,4,434,Regular
13448.0,17,6,2319.41,4,5,5,455,Champions
13449.0,24,1,255.88,4,1,2,412,Regular
13450.0,27,6,470.4,4,5,3,453,Regular
13451.0,26,5,2527.34,4,4,5,445,Champions
13453.0,166,2,237.78,2,2,2,222,Churned
13455.0,25,2,663.64,4,2,4,424,Regular
13456.0,18,5,670.5400000000001,4,4,4,444,Champions
13458.0,7,14,5092.25,5,5,5,555,Champions
13460.0,29,2,99.44,4,2,1,421,Regular
13461.0,39,2,82.2,3,2,1,321,Regular
13462.0,253,1,151.5,1,1,2,112,Churned
13464.0,58,1,508.27,3,1,3,313,Regular
13466.0,184,1,187.20000000000002,1,1,2,112,Churned
13467.0,11,2,805.25,5,2,4,524,Regular
13468.0,2,37,3799.2200000000003,5,5,5,555,Champions
13470.0,99,2,165.0,2,2,2,222,Churned
13471.0,1,4,2038.38,5,4,5,545,Champions
13473.0,61,2,197.78,3,3,2,332,Regular
13474.0,236,1,195.94,1,1,2,112,Churned
13475.0,191,4,1051.88,1,4,4,144,Regular
13476.0,179,2,735.47,2,3,4,234,Regular
13477.0,38,6,1083.57,3,5,4,354,Regular
13479.0,201,2,166.35,1,3,2,132,Regular
13481.0,46,5,1571.1,3,4,5,345,Regular
13482.0,232,1,177.68,1,1,2,112,Churned
13483.0,66,1,80.1,3,1,1,311,Regular
13484.0,241,1,111.3,1,1,1,111,Churned
13485.0,233,1,287.34,1,1,3,113,Churned
13486.0,78,3,871.69,2,3,4,234,Regular
13487.0,58,3,524.0,3,3,3,333,Regular
13488.0,17,13,5718.97,4,5,5,455,Champions
13489.0,158,2,128.64,2,3,1,231,Regular
13491.0,52,10,1021.7,3,5,4,354,Regular
13492.0,136,3,914.94,2,3,4,234,Regular
13493.0,287,1,14.850000000000001,1,1,1,111,Churned
13494.0,312,1,275.70000000000005,1,1,2,112,Churned
13495.0,8,5,481.74,5,4,3,543,Regular
13496.0,11,2,492.83,5,3,3,533,Regular
13497.0,283,2,327.65000000000003,1,3,3,133,Regular
13499.0,29,4,420.77000000000004,4,4,3,443,Regular
13500.0,23,3,926.54,4,3,4,434,Regular
13501.0,288,1,606.52,1,1,4,114,Churned
13502.0,17,3,144.06,4,3,2,432,Regular
13503.0,71,1,119.45,3,1,1,311,Regular
13504.0,64,1,239.9,3,1,2,312,Regular
13505.0,73,4,2585.93,2,4,5,245,Regular
13506.0,316,2,315.25,1,3,3,133,Regular
13507.0,3,4,1879.53,5,4,5,545,Champions
13508.0,244,1,98.22,1,1,1,111,Churned
13509.0,9,5,341.26,5,4,3,543,Regular
13510.0,1,4,1456.0,5,4,5,545,Champions
13512.0,261,1,167.31,1,1,2,112,Churned
13513.0,127,1,132.6,2,1,1,211,Churned
13514.0,74,1,70.80000000000001,2,1,1,211,Churned
13515.0,73,4,727.56,2,4,4,244,Regular
13516.0,73,2,581.51,2,3,4,234,Regular
13517.0,60,3,1845.25,3,3,5,335,Regular
13518.0,86,1,557.64,2,1,4,214,Churned
13519.0,78,1,78.95,2,1,1,211,Churned
13520.0,59,6,1048.75,3,5,4,354,Regular
13521.0,1,3,1041.05,5,3,4,534,Regular
13522.0,30,1,125.80000000000001,4,1,1,411,Regular
13523.0,33,5,1796.58,4,4,5,445,Champions
13524.0,41,5,362.54,3,4,3,343,Regular
13527.0,34,7,1740.16,3,5,5,355,Regular
13529.0,79,2,206.06,2,3,2,232,Regular
13531.0,205,2,235.5,1,3,2,132,Regular
13532.0,34,1,169.81,3,1,2,312,Regular
13533.0,183,3,270.79,2,3,2,232,Regular
13534.0,2,25,4336.6,5,5,5,555,Champions
13536.0,1,7,1974.1100000000001,5,5,5,555,Champions
13538.0,121,3,208.65,2,3,2,232,Regular
13539.0,86,3,528.54,2,3,4,234,Regular
13544.0,40,2,270.16,3,3,2,332,Regular
13546.0,12,3,550.41,5,3,4,534,Regular
13548.0,96,2,510.56,2,3,3,233,Regular
13549.0,26,7,682.85,4,5,4,454,Champions
13551.0,319,1,53.550000000000004,1,1,1,111,Churned
13552.0,66,11,1391.77,3,5,5,355,Regular
13555.0,74,4,1335.08,2,4,5,245,Regular
13557.0,28,2,335.3,4,3,3,433,Regular
13558.0,6,4,551.03,5,4,4,544,Champions
13560.0,7,1,174.37,5,1,2,512,Regular
13561.0,216,1,39.01,1,1,1,111,Churned
13562.0,82,3,1421.6000000000001,2,3,5,235,Regular
13563.0,84,2,265.72,2,3,2,232,Regular
13564.0,354,2,712.34,1,3,4,134,Regular
13565.0,19,2,210.22,4,3,2,432,Regular
13566.0,41,2,817.16,3,3,4,334,Regular
13568.0,173,1,182.9,2,1,2,212,Churned
13569.0,17,2,327.05,4,3,3,433,Regular
13570.0,243,1,138.47,1,1,2,112,Churned
13571.0,13,12,1997.68,5,5,5,555,Champions
13572.0,206,1,326.23,1,1,3,113,Churned
13573.0,50,2,205.11,3,3,2,332,Regular
13575.0,23,5,683.51,4,4,4,444,Champions
13576.0,10,15,1097.7,5,5,4,554,Champions
13577.0,25,4,1285.6,4,4,5,445,Champions
13579.0,15,2,329.99,5,3,3,533,Regular
13581.0,309,1,96.7,1,1,1,111,Churned
13583.0,156,1,608.73,2,1,4,214,Churned
13584.0,307,1,75.75,1,1,1,111,Churned
13587.0,64,1,134.4,3,1,1,311,Regular
13588.0,16,9,1622.19,4,5,5,455,Champions
13589.0,15,2,226.05,5,3,2,532,Regular
13590.0,11,6,1029.9,5,5,4,554,Champions
13591.0,65,3,789.0,3,3,4,334,Regular
13592.0,36,3,139.59,3,3,2,332,Regular
13593.0,108,4,1597.3600000000001,2,4,5,245,Regular
13594.0,53,1,252.57,3,1,2,312,Regular
13596.0,6,2,613.39,5,3,4,534,Regular
13598.0,47,1,141.92000000000002,3,1,2,312,Regular
13599.0,1,20,2352.32,5,5,5,555,Champions
13600.0,312,1,104.17,1,1,1,111,Churned
13601.0,45,2,653.0,3,3,4,334,Regular
13602.0,65,1,398.65000000000003,3,1,3,313,Regular
13603.0,26,1,113.84,4,1,1,411,Regular
13606.0,29,2,152.22,4,3,2,432,Regular
13607.0,40,1,613.86,3,1,4,314,Regular
13610.0,12,7,1036.68,5,5,4,554,Champions
13611.0,89,3,888.6,2,3,4,234,Regular
13614.0,24,4,1166.01,4,4,5,445,Champions
13615.0,319,1,333.45,1,1,3,113,Churned
13617.0,40,3,384.04,3,3,3,333,Regular
13618.0,174,1,113.02,2,1,1,211,Churned
13621.0,117,1,184.89,2,1,2,212,Churned
13623.0,31,5,348.25,4,4,3,443,Regular
13626.0,253,1,236.35,1,1,2,112,Churned
13627.0,59,5,1020.51,3,4,4,344,Regular
13629.0,143,1,213.81,2,1,2,212,Churned
13630.0,5,7,695.34,5,5,4,554,Champions
13632.0,25,5,1850.56,4,4,5,445,Champions
13634.0,33,5,1296.26,4,4,5,445,Champions
13635.0,68,1,923.17,3,1,4,314,Regular
13636.0,37,5,654.47,3,4,4,344,Regular
13637.0,52,3,765.1,3,3,4,334,Regular
13638.0,16,1,77.28,4,1,1,411,Regular
13639.0,74,1,432.68,2,1,3,213,Churned
13642.0,216,1,276.5,1,1,2,112,Churned
13643.0,31,3,457.94,4,3,3,433,Regular
13644.0,16,4,1739.3300000000002,4,4,5,445,Champions
13645.0,120,1,30.599999999999998,2,1,1,211,Churned
13647.0,10,4,1102.4,5,4,4,544,Champions
13649.0,257,2,200.05,1,3,2,132,Regular
13650.0,17,6,1344.81,4,5,5,455,Champions
13651.0,40,1,79.2,3,1,1,311,Regular
13652.0,46,3,1046.8400000000001,3,3,4,334,Regular
13654.0,43,6,1992.63,3,5,5,355,Regular
13655.0,114,2,631.9,2,3,4,234,Regular
13656.0,165,2,305.87,2,3,3,233,Regular
13657.0,11,2,156.6,5,3,2,532,Regular
13658.0,10,5,1706.05,5,4,5,545,Champions
13659.0,206,2,1002.57,1,3,4,134,Regular
13662.0,86,3,625.76,2,3,4,234,Regular
13663.0,179,1,189.47,2,1,2,212,Churned
13666.0,60,2,47.25,3,3,1,331,Regular
13667.0,149,1,258.17,2,1,2,212,Churned
13668.0,3,21,4108.63,5,5,5,555,Champions
13669.0,150,1,35.400000000000006,2,1,1,211,Churned
13670.0,75,1,296.42,2,1,3,213,Churned
13672.0,301,2,91.83000000000001,1,3,1,131,Regular
13673.0,19,2,257.77,4,3,2,432,Regular
13675.0,151,2,369.22,2,3,3,233,Regular
13678.0,152,1,63.2,2,1,1,211,Churned
13680.0,1,4,1515.63,5,4,5,545,Champions
13681.0,18,4,735.97,4,4,4,444,Champions
13682.0,187,1,34.0,1,1,1,111,Churned
13684.0,286,1,67.23,1,1,1,111,Churned
13685.0,3,4,20.92,5,4,1,541,Regular
13686.0,183,1,72.0,2,1,1,211,Churned
13689.0,63,1,15.0,3,1,1,311,Regular
13690.0,59,1,84.30000000000001,3,1,1,311,Regular
13692.0,25,2,108.96,4,3,1,431,Regular
13694.0,4,10,374.9,5,5,3,553,Regular
13695.0,31,13,962.89,4,5,4,454,Champions
13697.0,39,1,114.39999999999999,3,1,1,311,Regular
13699.0,155,1,308.58000000000004,2,1,3,213,Churned
13700.0,26,10,1194.28,4,5,5,455,Champions
13704.0,5,8,1469.94,5,5,5,555,Champions
13705.0,8,3,372.18,5,3,3,533,Regular
13706.0,303,1,290.89,1,1,3,113,Churned
13707.0,267,2,606.2,1,3,4,134,Regular
13708.0,271,1,230.43,1,1,2,112,Churned
13709.0,4,12,4137.52,5,5,5,555,Champions
13710.0,32,1,69.6,4,1,1,411,Regular
13711.0,219,2,192.20000000000002,1,3,2,132,Regular
13712.0,247,1,88.2,1,1,1,111,Churned
13715.0,281,5,1065.9,1,4,4,144,Regular
13716.0,269,1,117.88,1,1,1,111,Churned
13717.0,32,6,829.6,4,5,4,454,Champions
13718.0,246,2,146.7,1,3,2,132,Regular
13719.0,15,5,861.23,5,4,4,544,Champions
13720.0,117,4,655.8,2,4,4,244,Regular
13721.0,36,1,336.78,3,1,3,313,Regular
13722.0,132,3,962.5600000000001,2,3,4,234,Regular
13723.0,217,1,102.9,1,1,1,111,Churned
13725.0,50,7,1240.06,3,5,5,355,Regular
13726.0,39,2,293.52,3,3,3,333,Regular
13727.0,29,2,275.7,4,3,2,432,Regular
13728.0,37,6,839.62,3,5,4,354,Regular
13730.0,136,2,432.78999999999996,2,3,3,233,Regular
13731.0,219,2,490.59000000000003,1,3,3,133,Regular
13732.0,28,1,308.5,4,1,3,413,Regular
13735.0,25,4,1782.73,4,4,5,445,Champions
13736.0,5,2,574.0,5,3,4,534,Regular
13737.0,200,1,177.85,1,1,2,112,Churned
13740.0,241,1,227.15,1,1,2,112,Churned
13741.0,72,3,391.53000000000003,3,3,3,333,Regular
13742.0,17,12,1958.03,4,5,5,455,Champions
13743.0,3,6,139.2,5,5,2,552,Regular
13744.0,95,2,586.98,2,3,4,234,Regular
13745.0,162,1,112.96000000000001,2,1,1,211,Churned
13748.0,96,4,267.32,2,4,2,242,Regular
13750.0,54,3,306.62,3,3,3,333,Regular
13751.0,288,1,73.05000000000001,1,1,1,111,Churned
13752.0,124,5,586.84,2,4,4,244,Regular
13753.0,288,1,438.26,1,1,3,113,Churned
13754.0,152,2,116.4,2,3,1,231,Regular
13755.0,4,8,1549.63,5,5,5,555,Champions
13756.0,2,12,1689.8000000000002,5,5,5,555,Champions
13758.0,12,7,1447.76,5,5,5,555,Champions
13759.0,71,1,317.49,3,1,3,313,Regular
13760.0,54,2,276.71,3,3,2,332,Regular
13761.0,50,2,978.49,3,3,4,334,Regular
13762.0,219,1,13.2,1,1,1,111,Churned
13764.0,71,3,1353.8600000000001,3,3,5,335,Regular
13767.0,2,33,4543.9400000000005,5,5,5,555,Champions
13769.0,2,10,2033.3500000000001,5,5,5,555,Champions
13771.0,64,4,1658.2,3,4,5,345,Regular
13772.0,34,3,891.18,3,3,4,334,Regular
13774.0,82,1,303.65,2,1,3,213,Churned
13777.0,25,13,892.43,4,5,4,454,Champions
13778.0,103,1,148.7,2,1,2,212,Churned
13780.0,7,2,236.81,5,3,2,532,Regular
13781.0,251,1,92.39,1,1,1,111,Churned
13782.0,13,6,766.56,5,5,4,554,Champions
13784.0,219,2,53.10000000000001,1,3,1,131,Regular
13786.0,367,1,28.799999999999997,1,1,1,111,Churned
13787.0,76,2,247.35000000000002,2,3,2,232,Regular
13790.0,4,1,225.32,5,1,2,512,Regular
13792.0,66,2,183.05,3,3,2,332,Regular
13798.0,18,8,130.51,4,5,1,451,Regular
13799.0,117,2,513.16,2,3,3,233,Regular
13800.0,310,1,399.32,1,1,3,113,Churned
13801.0,67,1,242.6,3,1,2,312,Regular
13802.0,255,2,176.38,1,3,2,132,Regular
13803.0,255,1,277.07,1,1,2,112,Churned
13804.0,31,7,1799.95,4,5,5,455,Champions
13806.0,64,1,152.73000000000002,3,1,2,312,Regular
13807.0,367,1,112.6,1,1,1,111,Churned
13808.0,6,5,1074.56,5,4,4,544,Champions
13809.0,305,1,84.15,1,1,1,111,Churned
13810.0,29,2,464.56,4,3,3,433,Regular
13812.0,42,3,440.88,3,3,3,333,Regular
13813.0,40,4,995.0600000000001,3,4,4,344,Regular
13814.0,92,2,515.82,2,3,3,233,Regular
13815.0,23,3,2254.56,4,3,5,435,Regular
13816.0,24,2,383.22,4,3,3,433,Regular
13817.0,29,2,313.38,4,3,3,433,Regular
13819.0,302,3,444.15000000000003,1,3,3,133,Regular
13821.0,145,2,321.89,2,3,3,233,Regular
13822.0,6,2,429.39,5,3,3,533,Regular
13823.0,19,2,494.3,4,3,3,433,Regular
13824.0,33,4,667.1,4,4,4,444,Champions
13826.0,176,1,75.9,2,1,1,211,Churned
13827.0,58,3,264.05,3,3,2,332,Regular
13828.0,22,1,168.45,4,1,2,412,Regular
13831.0,16,3,370.77,4,3,3,433,Regular
13832.0,19,1,52.199999999999996,4,1,1,411,Regular
13833.0,159,1,262.4,2,1,2,212,Churned
13835.0,25,4,768.33,4,4,4,444,Champions
13837.0,212,2,165.34,1,3,2,132,Regular
13838.0,6,4,575.58,5,4,4,544,Champions
13842.0,59,9,2540.81,3,5,5,355,Regular
13844.0,11,1,346.02,5,1,3,513,Regular
13845.0,65,1,82.86000000000001,3,1,1,311,Regular
13846.0,25,3,782.66,4,3,4,434,Regular
13849.0,52,2,1224.12,3,3,5,335,Regular
13850.0,129,1,1444.78,2,1,5,215,Churned
13851.0,96,3,788.4200000000001,2,3,4,234,Regular
13853.0,57,1,259.8,3,1,2,312,Regular
13854.0,24,16,574.83,4,5,4,454,Champions
13856.0,169,3,120.3,2,3,1,231,Regular
13858.0,57,1,199.17,3,1,2,312,Regular
13859.0,326,1,151.76000000000002,1,1,2,112,Churned
13860.0,1,5,1080.05,5,4,4,544,Champions
13862.0,18,8,1774.24,4,5,5,455,Champions
13863.0,248,1,199.12,1,1,2,112,Churned
13865.0,58,4,437.81,3,4,3,343,Regular
13866.0,74,1,145.67000000000002,2,1,2,212,Churned
13867.0,31,3,776.14,4,3,4,434,Regular
13868.0,39,1,267.33,3,1,2,312,Regular
13869.0,123,4,2623.11,2,4,5,245,Regular
13870.0,2,8,1325.4,5,5,5,555,Champions
13871.0,23,13,4508.67,4,5,5,455,Champions
13873.0,120,3,332.99,2,3,3,233,Regular
13874.0,358,1,211.45000000000002,1,1,2,112,Churned
13875.0,54,5,1229.42,3,4,5,345,Regular
13876.0,64,1,98.80000000000001,3,1,1,311,Regular
13877.0,86,1,17.4,2,1,1,211,Churned
13878.0,55,1,379.35,3,1,3,313,Regular
